District_Name,UnitName,FIRNo,Year,Month,CrimeGroup_Name,Latitude,Longitude,VICTIM COUNT,Accused Count,Day
CHITWAN,Chitwan Police Unit,6922/2016,2015,1,Smuggling,28.529256,83.183437,3,4,1
SUNSARI,Sunsari Police Unit,2176/2015,2024,5,Drug Trafficking,27.47873,81.185762,5,2,13
LALITPUR,Lalitpur Police Unit,297/2024,2022,2,Theft,26.556453,85.563611,4,0,10
BANKE,Banke Police Unit,5207/2018,2016,11,Homicide,28.536115,88.041,2,3,8
BHAKTAPUR,Bhaktapur Police Unit,7576/2017,2021,2,Kidnapping,27.920188,87.941326,5,0,3
BHAKTAPUR,Bhaktapur Police Unit,8086/2022,2017,9,Human Trafficking,29.670403,87.121368,4,5,26
BHAKTAPUR,Bhaktapur Police Unit,9474/2017,2020,12,Domestic Violence,27.439757,80.387119,3,4,11
BANKE,Banke Police Unit,783/2024,2018,10,Theft,26.94577,84.470683,1,0,14
MORANG,Morang Police Unit,5115/2015,2018,4,Drug Trafficking,29.445896,80.766872,2,4,20
RUPANDEHI,Rupandehi Police Unit,5307/2024,2016,1,Kidnapping,27.871927,86.087549,4,5,15
BANKE,Banke Police Unit,4205/2022,2019,4,Cyber Crime,30.361592,82.004395,4,2,7
KATHMANDU,Kathmandu Police Unit,May-24,2015,8,Homicide,27.175259,87.947254,4,1,20
SUNSARI,Sunsari Police Unit,5886/2015,2021,8,Human Trafficking,30.177807,86.638953,0,4,12
DHANUSHA,Dhanusha Police Unit,2302/2019,2016,5,Smuggling,29.437465,87.48314,2,1,17
CHITWAN,Chitwan Police Unit,3325/2019,2022,1,Drug Trafficking,30.348086,82.440678,4,1,5
KATHMANDU,Kathmandu Police Unit,7030/2020,2016,10,Fraud,26.631899,84.575271,4,4,11
KASKI,Kaski Police Unit,1399/2015,2023,12,Human Trafficking,30.008962,86.113895,1,3,26
MORANG,Morang Police Unit,1772/2020,2019,2,Drug Trafficking,30.241238,81.098067,5,4,14
DHANUSHA,Dhanusha Police Unit,9475/2020,2023,9,Domestic Violence,27.97531,81.360558,2,2,2
MORANG,Morang Police Unit,421/2022,2016,2,Fraud,29.498461,86.883485,5,0,7
MORANG,Morang Police Unit,6177/2017,2015,4,Domestic Violence,30.32517,86.812773,2,5,6
SUNSARI,Sunsari Police Unit,837/2024,2023,10,Cyber Crime,28.933035,83.069664,3,5,13
BHAKTAPUR,Bhaktapur Police Unit,3629/2018,2015,11,Drug Trafficking,29.022271,84.206269,2,2,27
KATHMANDU,Kathmandu Police Unit,7580/2019,2022,2,Assault,29.396858,88.009609,3,2,12
LALITPUR,Lalitpur Police Unit,1127/2018,2024,4,Domestic Violence,28.667541,85.313323,2,4,2
KATHMANDU,Kathmandu Police Unit,2227/2020,2024,9,Kidnapping,28.351452,88.087548,0,1,17
RUPANDEHI,Rupandehi Police Unit,1827/2017,2021,7,Cyber Crime,29.02863,87.202847,5,2,13
BANKE,Banke Police Unit,5719/2017,2024,10,Cyber Crime,29.530877,81.308798,5,5,18
BHAKTAPUR,Bhaktapur Police Unit,3888/2016,2024,6,Theft,29.542799,82.482517,2,3,9
CHITWAN,Chitwan Police Unit,8166/2021,2019,2,Assault,29.388616,82.889157,0,3,23
RUPANDEHI,Rupandehi Police Unit,2189/2015,2020,12,Theft,27.545609,83.864334,3,2,25
BHAKTAPUR,Bhaktapur Police Unit,3540/2019,2020,1,Cyber Crime,26.917257,85.333498,4,5,5
KATHMANDU,Kathmandu Police Unit,1761/2021,2021,9,Assault,27.810893,80.680979,2,0,4
BHAKTAPUR,Bhaktapur Police Unit,7969/2021,2022,10,Smuggling,30.343551,81.737132,4,5,19
SUNSARI,Sunsari Police Unit,8084/2015,2024,6,Assault,26.875678,81.017344,4,5,20
BANKE,Banke Police Unit,1862/2016,2023,12,Human Trafficking,28.675991,83.757211,1,4,8
KASKI,Kaski Police Unit,9240/2016,2021,4,Homicide,29.33767,85.905998,5,3,11
MORANG,Morang Police Unit,7098/2016,2023,12,Human Trafficking,28.861008,84.423043,2,0,9
MORANG,Morang Police Unit,1327/2023,2024,8,Homicide,27.135985,83.251239,4,5,4
DHANUSHA,Dhanusha Police Unit,7952/2015,2017,7,Domestic Violence,26.923628,84.115586,0,1,9
CHITWAN,Chitwan Police Unit,3291/2016,2015,8,Smuggling,29.631174,82.762324,1,1,2
SUNSARI,Sunsari Police Unit,6760/2019,2019,3,Smuggling,26.907909,82.718254,1,3,17
LALITPUR,Lalitpur Police Unit,2026/2018,2019,3,Cyber Crime,27.890285,80.995446,1,0,11
CHITWAN,Chitwan Police Unit,2777/2019,2015,5,Assault,28.206591,87.159732,5,2,1
CHITWAN,Chitwan Police Unit,1636/2016,2023,11,Assault,30.179597,82.448014,4,0,25
BANKE,Banke Police Unit,5459/2023,2015,5,Fraud,29.572012,83.38731,3,3,22
KASKI,Kaski Police Unit,2915/2019,2024,10,Kidnapping,29.802022,85.893382,0,1,22
KASKI,Kaski Police Unit,7600/2015,2023,9,Kidnapping,28.410918,87.848143,4,1,15
MORANG,Morang Police Unit,5034/2018,2022,12,Human Trafficking,27.908027,85.864844,5,5,12
BHAKTAPUR,Bhaktapur Police Unit,7910/2019,2017,4,Smuggling,27.160263,83.016198,0,0,12
DHANUSHA,Dhanusha Police Unit,9147/2018,2020,6,Domestic Violence,28.074076,87.314463,5,0,14
BANKE,Banke Police Unit,7328/2021,2023,8,Assault,26.555064,87.423085,3,3,16
BANKE,Banke Police Unit,3919/2023,2021,5,Cyber Crime,29.235831,86.629348,0,5,24
KATHMANDU,Kathmandu Police Unit,7322/2024,2015,2,Human Trafficking,29.983545,85.405152,2,0,13
SUNSARI,Sunsari Police Unit,1441/2020,2023,7,Drug Trafficking,29.888895,83.261816,3,4,8
MORANG,Morang Police Unit,758/2023,2015,10,Fraud,26.995038,84.536266,4,4,25
SUNSARI,Sunsari Police Unit,8282/2021,2019,10,Domestic Violence,26.86298,86.465652,1,5,20
BANKE,Banke Police Unit,6662/2016,2022,6,Human Trafficking,30.124266,80.921704,1,5,15
LALITPUR,Lalitpur Police Unit,1368/2023,2022,7,Assault,30.12554,81.697322,0,2,15
BANKE,Banke Police Unit,9060/2020,2021,7,Theft,28.733137,81.860613,4,5,11
LALITPUR,Lalitpur Police Unit,5006/2016,2022,8,Cyber Crime,29.401812,87.013265,4,2,16
BHAKTAPUR,Bhaktapur Police Unit,8547/2016,2016,2,Kidnapping,30.045263,84.347994,3,3,10
KATHMANDU,Kathmandu Police Unit,4360/2022,2019,4,Cyber Crime,28.834397,82.987608,0,3,5
MORANG,Morang Police Unit,2754/2015,2016,3,Kidnapping,26.905251,83.185364,1,1,10
KATHMANDU,Kathmandu Police Unit,1156/2017,2022,1,Kidnapping,27.090371,80.163656,3,1,16
KATHMANDU,Kathmandu Police Unit,8019/2020,2018,8,Human Trafficking,28.772669,85.855579,1,2,5
KATHMANDU,Kathmandu Police Unit,9131/2016,2020,7,Fraud,28.111001,85.777469,0,4,19
CHITWAN,Chitwan Police Unit,5351/2017,2022,3,Kidnapping,28.262935,83.649706,5,0,2
SUNSARI,Sunsari Police Unit,844/2017,2022,7,Kidnapping,28.106542,84.96744,0,5,7
MORANG,Morang Police Unit,5050/2020,2024,4,Cyber Crime,30.429677,81.10209,5,0,19
SUNSARI,Sunsari Police Unit,3164/2024,2022,10,Kidnapping,30.413499,80.104593,0,5,15
KATHMANDU,Kathmandu Police Unit,8384/2019,2024,9,Domestic Violence,26.698473,81.325364,0,0,14
KASKI,Kaski Police Unit,4690/2021,2020,6,Cyber Crime,29.703084,82.832175,3,1,28
MORANG,Morang Police Unit,2840/2018,2024,3,Smuggling,29.133007,84.975088,5,5,13
CHITWAN,Chitwan Police Unit,1688/2022,2019,5,Homicide,29.747739,83.051717,0,1,14
BHAKTAPUR,Bhaktapur Police Unit,3535/2022,2015,6,Kidnapping,28.912737,80.865687,4,3,1
DHANUSHA,Dhanusha Police Unit,9500/2018,2024,8,Assault,26.916044,83.469528,1,0,25
RUPANDEHI,Rupandehi Police Unit,8337/2019,2022,12,Cyber Crime,28.297749,86.956731,0,0,24
KASKI,Kaski Police Unit,1980/2023,2024,7,Homicide,28.731536,84.540147,3,2,6
BHAKTAPUR,Bhaktapur Police Unit,4561/2022,2016,9,Fraud,28.851011,81.015818,3,0,18
KASKI,Kaski Police Unit,6064/2020,2016,6,Assault,26.742606,87.705044,1,5,28
KASKI,Kaski Police Unit,1966/2023,2018,9,Cyber Crime,30.43943,83.371942,3,0,24
DHANUSHA,Dhanusha Police Unit,7365/2019,2024,1,Fraud,29.132416,86.223263,2,5,11
BANKE,Banke Police Unit,7488/2021,2024,1,Human Trafficking,29.578559,81.432834,5,4,11
CHITWAN,Chitwan Police Unit,2777/2024,2023,6,Theft,29.985223,83.473557,0,3,5
BANKE,Banke Police Unit,9803/2017,2021,6,Kidnapping,29.390758,85.982104,4,3,10
BHAKTAPUR,Bhaktapur Police Unit,5173/2020,2021,9,Fraud,26.781301,84.218109,2,1,20
DHANUSHA,Dhanusha Police Unit,8463/2016,2023,12,Assault,26.584855,87.127761,5,5,22
LALITPUR,Lalitpur Police Unit,5042/2018,2019,4,Smuggling,29.708352,82.256467,3,3,16
BANKE,Banke Police Unit,372/2019,2018,11,Theft,27.154051,86.39524,2,4,10
MORANG,Morang Police Unit,7386/2021,2024,9,Assault,27.601372,85.14174,5,3,5
BHAKTAPUR,Bhaktapur Police Unit,8733/2020,2021,6,Drug Trafficking,28.186867,83.56264,2,3,19
BANKE,Banke Police Unit,6166/2024,2018,11,Theft,28.32977,81.588492,2,3,8
KATHMANDU,Kathmandu Police Unit,9101/2022,2016,4,Cyber Crime,26.935734,82.510753,0,0,17
SUNSARI,Sunsari Police Unit,3862/2017,2015,5,Assault,29.514079,81.476084,3,2,13
CHITWAN,Chitwan Police Unit,2491/2021,2024,3,Drug Trafficking,27.499888,81.56533,5,1,27
DHANUSHA,Dhanusha Police Unit,948/2024,2022,1,Theft,30.318246,84.191935,5,3,1
BANKE,Banke Police Unit,9986/2020,2018,12,Fraud,28.957654,80.781591,3,5,26
SUNSARI,Sunsari Police Unit,5461/2017,2021,10,Human Trafficking,29.36493,86.684174,0,2,1
BHAKTAPUR,Bhaktapur Police Unit,9719/2023,2018,10,Homicide,27.321369,85.405141,4,2,18
BANKE,Banke Police Unit,9890/2019,2021,6,Cyber Crime,29.222876,86.898364,1,0,9
KATHMANDU,Kathmandu Police Unit,43/2019,2024,11,Human Trafficking,28.296427,85.460254,2,0,26
BANKE,Banke Police Unit,7824/2021,2018,5,Fraud,30.443317,83.860749,2,1,2
BANKE,Banke Police Unit,6157/2019,2021,7,Cyber Crime,29.48223,80.676642,4,3,14
RUPANDEHI,Rupandehi Police Unit,9013/2023,2024,5,Homicide,29.324828,85.39515,3,0,6
LALITPUR,Lalitpur Police Unit,9634/2021,2020,5,Smuggling,26.714256,86.903988,3,3,1
CHITWAN,Chitwan Police Unit,7608/2021,2017,2,Fraud,28.460089,85.782884,0,4,13
SUNSARI,Sunsari Police Unit,3930/2024,2020,1,Human Trafficking,29.373368,84.543003,2,5,12
SUNSARI,Sunsari Police Unit,5545/2022,2017,12,Homicide,27.304219,84.403526,5,4,10
CHITWAN,Chitwan Police Unit,8738/2020,2015,10,Smuggling,28.63438,87.758888,0,1,4
BHAKTAPUR,Bhaktapur Police Unit,6573/2024,2018,1,Assault,29.26584,82.275912,5,5,19
SUNSARI,Sunsari Police Unit,3137/2021,2015,9,Cyber Crime,28.232041,83.378961,0,3,15
KASKI,Kaski Police Unit,6843/2021,2019,6,Assault,26.699573,84.943479,2,3,19
RUPANDEHI,Rupandehi Police Unit,4301/2018,2019,7,Fraud,26.519055,82.249045,3,1,13
CHITWAN,Chitwan Police Unit,7773/2020,2018,1,Domestic Violence,29.943607,80.538506,3,4,11
MORANG,Morang Police Unit,5749/2018,2015,3,Theft,27.245228,87.918493,2,1,15
KATHMANDU,Kathmandu Police Unit,2636/2016,2023,11,Homicide,29.81838,84.766832,0,4,23
KASKI,Kaski Police Unit,9001/2019,2022,10,Smuggling,26.82244,86.847935,1,2,3
CHITWAN,Chitwan Police Unit,6760/2015,2016,4,Kidnapping,27.517988,80.467034,2,3,21
LALITPUR,Lalitpur Police Unit,5488/2024,2016,11,Fraud,30.40442,86.65501,5,4,15
DHANUSHA,Dhanusha Police Unit,3830/2017,2020,11,Human Trafficking,26.494234,88.035409,1,3,27
LALITPUR,Lalitpur Police Unit,9121/2017,2015,3,Homicide,28.146594,86.529836,3,1,22
MORANG,Morang Police Unit,573/2023,2015,6,Domestic Violence,30.063462,81.055771,0,3,14
BANKE,Banke Police Unit,1450/2017,2018,12,Domestic Violence,28.74155,84.634684,5,4,7
KATHMANDU,Kathmandu Police Unit,6073/2024,2018,7,Cyber Crime,30.031468,83.414904,1,0,16
KATHMANDU,Kathmandu Police Unit,5691/2018,2015,1,Kidnapping,26.774282,86.645651,0,2,5
BHAKTAPUR,Bhaktapur Police Unit,1177/2018,2021,10,Fraud,28.537916,85.010967,2,0,22
MORANG,Morang Police Unit,6668/2017,2016,11,Theft,29.473897,87.993622,5,2,1
LALITPUR,Lalitpur Police Unit,6614/2024,2020,3,Homicide,29.242843,87.782259,2,5,15
BHAKTAPUR,Bhaktapur Police Unit,1436/2024,2015,11,Drug Trafficking,29.917083,81.178456,4,1,9
CHITWAN,Chitwan Police Unit,1831/2020,2018,3,Kidnapping,29.90892,87.173974,2,4,13
CHITWAN,Chitwan Police Unit,6303/2024,2023,4,Drug Trafficking,29.950925,82.738567,5,0,7
RUPANDEHI,Rupandehi Police Unit,7702/2016,2019,5,Cyber Crime,29.308957,81.536441,3,1,27
MORANG,Morang Police Unit,5055/2018,2019,4,Fraud,28.655862,87.007144,3,3,28
BANKE,Banke Police Unit,9987/2018,2022,8,Fraud,27.288571,87.83467,1,2,28
MORANG,Morang Police Unit,3139/2024,2023,7,Fraud,29.404934,88.135126,0,0,6
KATHMANDU,Kathmandu Police Unit,3321/2018,2018,8,Smuggling,29.782874,83.697611,5,3,19
KASKI,Kaski Police Unit,1475/2021,2020,4,Drug Trafficking,27.189677,80.201768,1,5,8
KASKI,Kaski Police Unit,2832/2017,2018,10,Kidnapping,28.801371,81.712954,5,5,25
KASKI,Kaski Police Unit,841/2019,2024,5,Kidnapping,27.654656,87.315818,2,5,25
KATHMANDU,Kathmandu Police Unit,8230/2020,2021,6,Domestic Violence,28.329,83.332396,5,5,21
KATHMANDU,Kathmandu Police Unit,8669/2019,2017,1,Drug Trafficking,29.620072,80.242231,3,5,12
CHITWAN,Chitwan Police Unit,7609/2023,2018,12,Domestic Violence,28.421196,85.693703,4,4,16
SUNSARI,Sunsari Police Unit,1413/2024,2021,3,Drug Trafficking,27.893532,84.874048,1,0,3
RUPANDEHI,Rupandehi Police Unit,6445/2020,2024,4,Fraud,27.697959,86.0982,4,0,2
SUNSARI,Sunsari Police Unit,8114/2019,2016,11,Domestic Violence,27.104703,80.222389,1,2,11
KATHMANDU,Kathmandu Police Unit,9500/2022,2020,10,Theft,27.24767,83.766837,4,1,26
SUNSARI,Sunsari Police Unit,5388/2022,2023,11,Theft,27.562462,86.02155,4,2,9
SUNSARI,Sunsari Police Unit,43/2018,2016,9,Theft,29.654029,80.789112,0,2,22
CHITWAN,Chitwan Police Unit,6751/2017,2019,3,Domestic Violence,27.924966,80.088021,0,2,20
CHITWAN,Chitwan Police Unit,9392/2022,2017,6,Human Trafficking,28.66338,85.425493,4,0,25
LALITPUR,Lalitpur Police Unit,3095/2018,2020,8,Domestic Violence,28.043533,86.386946,2,3,10
BANKE,Banke Police Unit,4253/2022,2016,12,Smuggling,27.67624,81.8797,2,1,23
SUNSARI,Sunsari Police Unit,8736/2022,2022,8,Cyber Crime,26.56256,80.932112,3,0,21
MORANG,Morang Police Unit,9525/2020,2021,8,Human Trafficking,30.039907,82.831998,1,0,9
SUNSARI,Sunsari Police Unit,2335/2016,2016,8,Kidnapping,27.528486,84.849119,1,2,5
KATHMANDU,Kathmandu Police Unit,169/2024,2017,7,Human Trafficking,27.695457,83.848496,2,1,8
BANKE,Banke Police Unit,1263/2021,2018,1,Assault,26.517782,85.897758,1,0,7
CHITWAN,Chitwan Police Unit,2591/2021,2020,9,Smuggling,27.504136,80.355919,5,0,27
KATHMANDU,Kathmandu Police Unit,9404/2022,2015,8,Smuggling,28.045611,86.942839,2,3,20
KATHMANDU,Kathmandu Police Unit,1762/2021,2015,8,Fraud,26.687711,86.511194,5,2,27
BHAKTAPUR,Bhaktapur Police Unit,7388/2020,2018,6,Domestic Violence,29.902731,87.177138,2,0,24
CHITWAN,Chitwan Police Unit,3555/2021,2023,9,Fraud,27.663081,84.443411,1,2,27
DHANUSHA,Dhanusha Police Unit,6780/2021,2017,5,Theft,29.829618,86.715006,3,2,8
SUNSARI,Sunsari Police Unit,8826/2015,2015,7,Drug Trafficking,30.184413,82.4117,5,1,16
LALITPUR,Lalitpur Police Unit,4542/2019,2018,6,Human Trafficking,27.529312,84.489262,4,4,24
MORANG,Morang Police Unit,4149/2019,2019,9,Homicide,30.144361,83.611328,3,2,25
BHAKTAPUR,Bhaktapur Police Unit,4559/2023,2019,12,Kidnapping,30.361572,82.608409,5,2,12
MORANG,Morang Police Unit,7702/2020,2015,5,Theft,28.044373,85.211989,5,0,13
LALITPUR,Lalitpur Police Unit,866/2017,2023,3,Smuggling,26.954301,84.311065,0,2,16
DHANUSHA,Dhanusha Police Unit,1072/2023,2022,7,Smuggling,28.904359,87.775231,0,2,26
SUNSARI,Sunsari Police Unit,6497/2020,2016,8,Assault,27.660756,80.900741,5,3,9
CHITWAN,Chitwan Police Unit,6750/2023,2020,7,Kidnapping,27.047567,86.45825,0,2,25
CHITWAN,Chitwan Police Unit,2724/2023,2020,8,Drug Trafficking,27.76893,84.459667,3,5,23
CHITWAN,Chitwan Police Unit,3167/2021,2015,2,Smuggling,29.480524,81.942258,5,1,12
BHAKTAPUR,Bhaktapur Police Unit,4716/2017,2024,12,Drug Trafficking,26.381642,83.540231,4,4,28
BANKE,Banke Police Unit,16/2021,2016,12,Kidnapping,28.302817,83.07581,3,4,24
BANKE,Banke Police Unit,1065/2017,2020,2,Theft,29.324118,84.558821,4,5,2
RUPANDEHI,Rupandehi Police Unit,1098/2017,2016,4,Assault,26.62194,82.423259,1,2,17
BHAKTAPUR,Bhaktapur Police Unit,6602/2018,2015,8,Smuggling,30.276512,85.420078,2,5,3
RUPANDEHI,Rupandehi Police Unit,4300/2018,2015,1,Homicide,28.857638,83.219925,1,1,4
BHAKTAPUR,Bhaktapur Police Unit,9080/2021,2015,12,Smuggling,29.3376,83.295887,5,5,24
DHANUSHA,Dhanusha Police Unit,9496/2023,2022,10,Homicide,26.571137,82.062083,0,3,11
DHANUSHA,Dhanusha Police Unit,1174/2018,2020,8,Smuggling,29.189953,83.147493,2,4,17
RUPANDEHI,Rupandehi Police Unit,2558/2023,2018,4,Theft,26.941938,84.726012,2,1,22
KASKI,Kaski Police Unit,8552/2018,2021,6,Homicide,26.997317,85.306774,5,3,19
CHITWAN,Chitwan Police Unit,5038/2023,2017,12,Human Trafficking,29.427048,87.268255,0,0,18
DHANUSHA,Dhanusha Police Unit,3582/2020,2016,2,Drug Trafficking,30.05321,87.809743,4,4,25
BANKE,Banke Police Unit,8164/2021,2018,3,Theft,26.396567,87.860039,1,3,7
SUNSARI,Sunsari Police Unit,6360/2017,2022,2,Fraud,27.738249,84.273568,3,3,7
KATHMANDU,Kathmandu Police Unit,4888/2017,2015,1,Kidnapping,29.318678,85.449265,5,2,9
LALITPUR,Lalitpur Police Unit,9833/2020,2016,3,Homicide,28.492502,82.856061,5,1,25
MORANG,Morang Police Unit,1109/2023,2017,3,Fraud,26.928827,86.160199,4,4,13
BHAKTAPUR,Bhaktapur Police Unit,7950/2023,2024,2,Homicide,29.573188,80.699793,4,4,2
LALITPUR,Lalitpur Police Unit,7412/2024,2020,5,Fraud,26.700089,84.969066,0,1,22
LALITPUR,Lalitpur Police Unit,285/2024,2020,4,Cyber Crime,29.757517,80.177296,3,0,6
RUPANDEHI,Rupandehi Police Unit,1021/2020,2015,11,Theft,28.540177,85.13527,2,4,22
CHITWAN,Chitwan Police Unit,7378/2019,2022,1,Domestic Violence,26.719083,87.878399,3,3,24
KASKI,Kaski Police Unit,9934/2023,2020,1,Homicide,27.577744,85.042703,5,5,11
BHAKTAPUR,Bhaktapur Police Unit,7826/2020,2017,5,Assault,26.591871,84.524285,1,1,15
MORANG,Morang Police Unit,7245/2015,2021,3,Theft,27.680732,80.807373,5,5,12
RUPANDEHI,Rupandehi Police Unit,9113/2021,2015,2,Fraud,28.799506,85.955484,4,1,9
BANKE,Banke Police Unit,4371/2020,2015,3,Theft,26.782527,82.472995,0,3,8
BANKE,Banke Police Unit,8172/2018,2016,6,Theft,29.673588,86.371923,4,4,10
RUPANDEHI,Rupandehi Police Unit,5089/2018,2024,1,Homicide,30.150172,85.200009,0,1,9
KASKI,Kaski Police Unit,4986/2024,2018,2,Homicide,28.140423,81.960008,3,3,2
MORANG,Morang Police Unit,847/2023,2018,12,Theft,27.973643,83.154986,4,1,21
KATHMANDU,Kathmandu Police Unit,4382/2015,2022,11,Drug Trafficking,26.751523,86.32461,4,2,26
BHAKTAPUR,Bhaktapur Police Unit,2757/2016,2020,5,Smuggling,28.983287,85.93695,5,2,21
BHAKTAPUR,Bhaktapur Police Unit,945/2020,2016,9,Theft,30.34052,83.29885,0,4,17
KASKI,Kaski Police Unit,2112/2016,2019,3,Assault,28.820295,83.264598,5,3,14
SUNSARI,Sunsari Police Unit,9763/2018,2016,8,Human Trafficking,28.55648,83.302752,5,4,19
LALITPUR,Lalitpur Police Unit,1329/2024,2017,10,Fraud,28.463304,80.06073,0,3,15
LALITPUR,Lalitpur Police Unit,6733/2018,2023,11,Assault,27.342319,82.825519,2,4,5
MORANG,Morang Police Unit,8646/2016,2015,9,Cyber Crime,27.559364,85.400562,1,2,12
MORANG,Morang Police Unit,4950/2016,2024,3,Fraud,30.213025,83.242165,0,0,28
RUPANDEHI,Rupandehi Police Unit,3293/2024,2022,12,Human Trafficking,26.643866,83.4811,0,2,19
BANKE,Banke Police Unit,4736/2020,2018,11,Fraud,28.683103,82.854359,4,1,12
BANKE,Banke Police Unit,4918/2015,2023,6,Cyber Crime,29.87916,85.898997,2,5,22
MORANG,Morang Police Unit,3622/2016,2021,5,Homicide,26.778047,86.805999,2,1,18
LALITPUR,Lalitpur Police Unit,9483/2019,2022,7,Theft,26.808168,80.893359,4,4,12
DHANUSHA,Dhanusha Police Unit,9358/2024,2020,5,Cyber Crime,27.416552,84.136143,1,3,10
CHITWAN,Chitwan Police Unit,3420/2018,2018,7,Homicide,29.154576,87.333216,1,0,9
KATHMANDU,Kathmandu Police Unit,3190/2020,2021,9,Homicide,30.382637,80.813364,4,0,3
RUPANDEHI,Rupandehi Police Unit,6644/2015,2021,5,Domestic Violence,27.190363,86.120244,4,3,15
BHAKTAPUR,Bhaktapur Police Unit,2180/2022,2019,6,Theft,26.410946,84.424695,1,3,25
LALITPUR,Lalitpur Police Unit,4139/2017,2015,3,Cyber Crime,30.052243,83.728364,2,2,23
KASKI,Kaski Police Unit,418/2018,2023,1,Assault,29.914214,84.104314,1,1,20
SUNSARI,Sunsari Police Unit,8034/2021,2015,11,Domestic Violence,29.85932,84.358334,2,1,3
KASKI,Kaski Police Unit,2290/2017,2024,12,Homicide,27.961369,87.320218,1,0,15
MORANG,Morang Police Unit,9388/2023,2015,6,Domestic Violence,26.678893,82.338907,0,3,7
LALITPUR,Lalitpur Police Unit,6707/2016,2022,11,Drug Trafficking,28.980395,83.012175,3,4,13
RUPANDEHI,Rupandehi Police Unit,841/2020,2020,10,Cyber Crime,27.32251,86.112535,5,2,14
DHANUSHA,Dhanusha Police Unit,3390/2016,2020,5,Kidnapping,29.133444,80.394126,1,3,18
RUPANDEHI,Rupandehi Police Unit,8119/2017,2023,7,Homicide,28.72061,86.676314,4,4,24
SUNSARI,Sunsari Police Unit,7181/2024,2019,3,Cyber Crime,28.518281,82.723087,2,5,5
DHANUSHA,Dhanusha Police Unit,7986/2024,2022,4,Human Trafficking,28.943677,86.306981,1,4,11
BHAKTAPUR,Bhaktapur Police Unit,5178/2015,2023,4,Domestic Violence,29.790058,82.260253,1,3,28
CHITWAN,Chitwan Police Unit,362/2020,2024,10,Domestic Violence,27.319349,84.873741,0,4,23
RUPANDEHI,Rupandehi Police Unit,7688/2016,2018,8,Assault,26.947468,87.842684,5,1,17
BANKE,Banke Police Unit,9785/2023,2017,6,Theft,30.37093,82.448777,5,4,21
CHITWAN,Chitwan Police Unit,7756/2018,2015,9,Theft,29.314352,82.174168,4,2,10
MORANG,Morang Police Unit,5569/2021,2023,1,Drug Trafficking,30.402978,85.88248,4,0,9
KATHMANDU,Kathmandu Police Unit,8597/2019,2022,4,Human Trafficking,26.658649,80.945738,4,1,9
CHITWAN,Chitwan Police Unit,2537/2019,2016,3,Smuggling,28.344598,88.145445,5,0,28
BANKE,Banke Police Unit,284/2020,2015,9,Fraud,30.211341,85.852598,1,3,26
MORANG,Morang Police Unit,7489/2023,2023,2,Fraud,28.206324,81.641813,3,4,8
CHITWAN,Chitwan Police Unit,9747/2015,2021,12,Homicide,28.052312,80.072121,5,1,1
DHANUSHA,Dhanusha Police Unit,4463/2017,2024,3,Kidnapping,29.561021,81.068849,4,4,6
KASKI,Kaski Police Unit,1433/2019,2021,10,Smuggling,30.035377,81.750198,5,0,24
SUNSARI,Sunsari Police Unit,5758/2020,2023,10,Drug Trafficking,27.83161,85.136635,5,3,18
BHAKTAPUR,Bhaktapur Police Unit,5078/2021,2016,12,Homicide,30.286859,82.314194,5,2,27
BANKE,Banke Police Unit,4385/2018,2015,1,Homicide,29.137877,84.607021,0,4,19
MORANG,Morang Police Unit,6012/2022,2023,10,Domestic Violence,30.152577,86.75686,0,0,18
RUPANDEHI,Rupandehi Police Unit,231/2021,2015,2,Kidnapping,29.081093,86.389277,0,5,26
LALITPUR,Lalitpur Police Unit,1009/2019,2018,6,Cyber Crime,29.236241,87.505259,5,4,24
MORANG,Morang Police Unit,4829/2016,2021,3,Homicide,26.371886,86.329029,1,2,14
BANKE,Banke Police Unit,9494/2016,2017,3,Fraud,27.02974,86.186205,5,0,21
LALITPUR,Lalitpur Police Unit,316/2020,2016,5,Cyber Crime,29.447357,81.276506,2,3,6
BANKE,Banke Police Unit,8331/2020,2020,4,Theft,29.105494,83.546436,5,5,21
BHAKTAPUR,Bhaktapur Police Unit,3474/2016,2017,2,Homicide,27.629679,86.868725,2,4,12
KASKI,Kaski Police Unit,2692/2015,2020,7,Kidnapping,28.597053,82.722038,1,5,22
RUPANDEHI,Rupandehi Police Unit,5020/2024,2018,10,Smuggling,30.230568,85.149172,0,2,18
SUNSARI,Sunsari Police Unit,6670/2022,2019,10,Drug Trafficking,28.308152,80.641841,4,0,15
BANKE,Banke Police Unit,8711/2024,2018,9,Smuggling,29.723135,82.879486,4,0,28
CHITWAN,Chitwan Police Unit,6297/2019,2016,6,Kidnapping,30.001274,85.077133,3,2,11
SUNSARI,Sunsari Police Unit,2168/2019,2018,9,Fraud,29.69354,86.299763,5,4,27
BHAKTAPUR,Bhaktapur Police Unit,7185/2023,2018,2,Cyber Crime,28.474764,85.315674,4,2,20
SUNSARI,Sunsari Police Unit,963/2015,2016,6,Drug Trafficking,26.479104,85.402023,5,3,1
KASKI,Kaski Police Unit,1169/2024,2019,1,Cyber Crime,27.151002,82.465564,3,2,27
BANKE,Banke Police Unit,4411/2015,2016,1,Theft,29.390767,80.917098,5,5,12
DHANUSHA,Dhanusha Police Unit,2918/2024,2023,11,Theft,28.332798,85.629798,1,2,23
